company_id,company_name,ctry_code,worldrank,nace2,isic4,year,rd,ns,capex,op,emp,patCN,patEP,patJP,patKR,patUS,TMnEU,TMnUS
1128,CHONG KUN DANG PHARMACEUTICAL,KR,1205,2120,21,2015,45.210152,,,,,,,,,,,
73,STARS GROUP,CA,1250,6209,62-63,2015,45.204692,975.875475,14.043660,113.169372,,,,,,,,
242,SHANDONG GOLD MINING,CN,1936,2441,24-25,2018,45.188484,6982.292514,451.147207,269.781420,16032,,,,,,0,0
775,RADWARE,IL,1766,6209,62-63,2016,45.180765,171.689870,8.213095,-11.134492,979,,,,,,0,0
1373,ASIA VITAL COMPONENTS,TW,1937,2611,26,2018,45.158267,826.006464,44.597531,33.229928,,4,0,0,0,4,0,0
1257,UNIQURE,NL,1541,7211,72,2016,45.144956,21.919639,13.351958,-62.834901,251,,,,,,0,1
861,EXEDY,JP,1938,2932,29-30,2018,45.121993,2225.351287,212.694329,149.566098,13491,21,5,40,0,19,0,1
1941,QUIDEL,US,1939,2120,21,2018,45.108274,456.143869,27.675967,96.179865,1224,3,3,3,0,3,1,0
1210,BEYONDSPRING,US,1940,7211,72,2018,45.081200,,0.180785,-50.257615,52,,,,,,0,0
49,AXALTA COATING SYSTEMS,US,1474,2030,20,2015,45.065481,3592.399880,120.611287,409.519445,12800,,,,,,,
905,THK,JP,1941,2815,28,2018,45.058954,2785.483375,247.532676,392.677990,13478,30,5,31,17,25,0,2
1597,SIENNA BIOPHARMACEUTICALS,US,1942,2120,21,2018,45.058492,,0.034061,-66.810448,58,,,,,,0,2
55,BRASKEM,BR,1943,1920,19,2018,45.045705,13074.926101,610.088231,1871.960238,,5,14,1,1,12,3,3
384,SHENZHEN GONGJIN ELECTRONICS,CN,1822,2630,26,2016,45.042132,824.916991,44.141419,37.949765,8294,,,,,,0,0
360,ZHEJIANG SEMIR GARMENT,CN,1894,1419,13-15,2017,45.033688,1513.091382,103.995582,231.798025,2957,,,,,,1,2
300,TIANSHUI HUATIAN TECHNOLOGY,CN,1813,2611,26,2017,45.030156,872.599019,229.405807,83.106264,12261,,,,,,0,0
1408,BROOKS AUTOMATION,US,1849,2899,28,2016,45.015699,379.049598,11.220954,-5.977289,1310,0,2,2,0,0,0,0
614,AUCHAN HOLDING,FR,1210,7010,69-71,2017,45.000001,53155.001253,1290.000044,935.000018,341349,,,,,,7,2
1033,MAKINO MILLING MACHINE,JP,1735,2849,28,2015,44.980152,1276.426134,57.241734,113.987022,4455,,,,,,,
1203,MOMO,CN,1083,5829,58-60,2017,44.970282,1093.971427,26.815878,280.064676,1892,,,,,,0,0
310,ZHONGSHAN BROAD OCEAN MOTOR,CN,1944,2711,27,2018,44.965691,1070.930040,59.746602,-285.076938,11744,7,0,0,0,6,0,1
866,SUZUKEN,JP,1902,4645,45-47,2015,44.956512,17559.681088,96.950032,209.605307,16208,,,,,,,
852,MIRACA,JP,1880,2110,21,2015,44.932873,1668.576035,44.932873,24.420722,6129,,,,,,,
1173,CHINA HIGH SPEED TRANSMISSION EQUIPMENT,CN,1972,2815,28,2015,44.924043,1254.757983,32.544300,258.298998,8676,,,,,,,
701,OCADO,GB,1678,4778,45-47,2017,44.905439,1612.715074,145.249694,6.098269,12233,8,18,7,6,16,0,5
1127,DONG-A ST,KR,1584,2120,21,2015,44.905355,444.579142,25.226869,42.163338,,,,,,,,
1802,IMMUNOMEDICS,US,1181,2120,21,2016,44.902004,2.699780,1.604514,-69.126370,138,0,0,0,0,0,0,0
482,SUDZUCKER,DE,1945,1081,10-12,2018,44.900000,6754.100323,378.700002,-767.099962,19219,2,4,3,0,3,8,0
1905,MERIT MEDICAL SYSTEMS,US,1720,3250,31-33,2017,44.893426,635.678298,33.731860,31.151951,4876,6,24,12,1,28,1,18
826,KEDRION,IT,1946,2120,21,2018,44.879002,602.500979,65.111002,51.645002,2356,,,,,,0,0
809,TORRENT PHARMACEUTICALS,IN,1780,2120,21,2016,44.869230,709.800050,122.440586,133.940703,12562,,,,,,0,0
1002,SAKATA SEED,JP,1971,116,01-03,2017,44.846187,491.818704,35.295390,58.534089,2364,1,0,0,0,1,3,3
451,COMPUGROUP MEDICAL,DE,1947,5829,58-60,2018,44.819000,717.023038,12.727000,137.794006,4955,,,,,,9,11
299,NINESTAR,CN,668,2030,20,2016,44.807945,688.136846,42.613894,3.409081,19558,14,0,0,0,0,0,3
733,WEIR,GB,1948,2813,28,2017,44.794560,2600.191161,75.175034,251.359568,14906,20,19,3,4,27,2,1
733,WEIR,GB,1948,2813,28,2018,44.794560,3096.368629,86.151915,126.954881,17515,3,4,0,2,15,7,14
306,NANYANG TOPSEC TECHNOLOGIES,CN,1949,2434,24-25,2018,44.793927,796.305889,22.990205,84.360421,4658,,,,,,0,0
1814,FATE THERAPEUTICS,US,1950,2120,21,2018,44.789496,4.139735,2.011352,-58.595604,104,,,,,,0,0
402,TIANJIN 712 COMMUNICATION & BROADCASTING,CN,1794,2630,26,2017,44.773114,185.804995,2.579941,32.140309,1781,,,,,,0,0
1616,ICU MEDICAL,US,1907,3250,31-33,2017,44.762419,1128.919073,65.047127,54.924862,6802,0,8,4,0,6,2,5
1670,CABOT MICROELECTRONICS,US,1951,2059,20,2018,44.759803,515.391002,18.609597,139.840966,1219,4,4,3,4,12,0,0
1725,ACUSHNET HOLDINGS,US,1820,3230,31-33,2017,44.758057,1362.670097,16.458505,145.935308,5230,2,0,6,1,13,2,9
541,MHI VESTAS OFFSHORE WIND,DK,1685,2811,28,2016,44.745997,533.689745,54.258999,-120.003169,1435,0,2,0,0,0,3,0
1267,TOMRA SYSTEMS,NO,1952,2899,28,2018,44.743469,863.894704,74.220698,108.381311,3800,2,2,2,0,3,3,1
1565,FLEXION THERAPEUTICS,US,1899,7211,72,2017,44.743210,0.310043,1.874234,-113.258451,251,0,1,0,0,1,0,0
1204,GIS,TW,1158,2611,26,2016,44.735127,2255.264204,132.989444,123.014062,19290,24,0,0,0,2,0,0
1053,JUKI,JP,1953,2894,28,2018,44.720106,883.086177,20.748552,72.088020,5891,45,1,57,2,5,0,3
1509,ANAPTYSBIO,US,1954,7211,72,2018,44.712640,4.366810,0.928383,-58.272457,78,1,2,1,1,1,0,0
569,VAISALA,FI,1955,2651,26,2018,44.700002,348.799978,14.500000,38.800001,1816,3,5,0,0,3,0,0
1571,ROKU,US,759,2640,26,2015,44.689059,279.350963,4.383403,-32.796488,,,,,,,,
838,DOWA,JP,1897,2444,24-25,2016,44.680706,3234.843723,199.085232,264.884846,6225,1,1,15,1,1,0,0
1872,BLOOM ENERGY,US,1284,2711,27,2017,44.668974,328.380615,4.489080,-137.361494,1409,0,0,0,0,0,0,1
583,LFB,FR,1956,2120,21,2018,44.657001,400.019024,,-34.926998,2305,13,35,8,3,24,0,0
1149,CHANGSHIN,KR,1957,4642,45-47,2018,44.616063,1023.625373,,34.236229,,,,,,,0,0
1461,FORMFACTOR,US,1458,2611,26,2015,44.614822,246.600743,7.545847,-3.095194,958,,,,,,,
1562,TOCAGEN,US,1958,7211,72,2018,44.611330,15.751957,1.718776,-40.046267,79,,,,,,0,6
902,SUMCO,JP,1959,2611,26,2018,44.609784,2561.528236,396.334421,671.132584,8017,59,3,65,43,35,0,6
287,ZHEJIANG WANFENG AUTO WHEEL,CN,1960,2932,29-30,2018,44.605065,1338.305417,173.811146,149.087602,10441,,,,,,0,0
44,NABORS INDUSTRIES,US,1808,910,05-09,2017,44.601722,2239.549067,501.717674,-267.133495,15000,5,2,0,0,31,0,12
595,CEGEDIM,FR,1968,6209,62-63,2017,44.599998,470.441999,12.251000,27.290002,4062,,,,,,0,0
632,VALLOUREC,FR,1961,2420,24-25,2018,44.598000,3920.677118,123.011996,-213.842999,18330,18,27,18,0,16,1,1
675,GENUS,GB,1878,7211,72,2017,44.572807,509.039208,14.857602,42.687887,2535,1,1,1,0,2,5,1
983,SUN,JP,1730,2829,28,2016,44.560587,194.626700,4.736005,-1.193045,935,2,2,5,0,2,0,0
1229,TRINSEO,US,1812,2016,20,2016,44.541463,3245.937172,108.185974,441.833836,2197,0,5,0,0,0,0,0
1830,CROWN HOLDINGS,US,1962,2592,24-25,2018,44.541463,9738.859721,403.493264,1005.239668,33000,9,11,5,4,9,1,2
1033,MAKINO MILLING MACHINE,JP,1735,2849,28,2016,44.523102,1210.721093,60.102244,76.138444,4593,15,15,18,1,15,0,2
1044,NISSHIN SEIFUN,JP,1818,1061,10-12,2016,44.507338,4192.579072,106.768763,193.490312,6324,1,0,1,1,1,7,8
1482,INTEGER,US,1963,2660,26,2018,44.503031,1061.145216,39.220940,148.569350,8250,0,8,0,0,10,0,6
1744,EDITAS MEDICINE,US,1742,2120,21,2016,44.476834,5.286460,3.050653,-84.880303,89,,,,,,0,0
1643,STONERIDGE,US,1964,2932,29-30,2018,44.469845,756.505295,25.351079,58.936213,4600,1,1,0,0,1,3,3
435,WEIDMUELLER HOLDING,DE,1965,7010,69-71,2018,44.469001,740.316988,39.576000,41.316001,4527,13,15,4,0,9,0,2
1896,CYCLERION THERAPEUTICS,US,1297,7211,72,2016,44.456745,,1.262008,-55.505650,,0,0,0,0,0,0,0
1770,INTEGRA LIFESCIENCES,US,1408,2651,26,2015,44.449756,770.946324,29.181645,119.082033,3500,,,,,,,
1490,BELLICUM PHARMA,US,1529,7211,72,2016,44.432290,0.338864,6.305673,-59.720493,110,,,,,,0,7
1204,GIS,TW,1158,2611,26,2015,44.431741,2662.130166,97.849363,83.672137,23308,,,,,,,
1014,NORITZ,JP,1967,2599,24-25,2018,44.428540,1653.800835,43.333192,28.620867,8776,71,58,38,32,85,0,1
1015,DAIDO STEEL,JP,1966,2432,24-25,2018,44.428540,4280.955065,270.724093,266.476680,12421,12,8,17,6,10,0,3
595,CEGEDIM,FR,1968,6209,62-63,2018,44.400000,469.755003,10.975999,40.011000,4562,,,,,,3,1
284,SINOMA SCIENCE & TECHNOLOGY,CN,1645,2060,20,2017,44.382286,1271.049259,197.354835,181.086434,17350,,,,,,0,0
1282,SVENSKA HANDELSBANKEN,SE,721,6419,64-66,2015,44.369233,3933.356609,49.732545,1996.615436,11819,,,,,,,
902,SUMCO,JP,1959,2611,26,2016,44.365497,1665.565884,147.265077,110.693101,7520,6,0,68,4,2,0,0
506,WACKER NEUSON,DE,1717,2892,28,2016,44.361001,1361.439936,90.723996,87.234002,4792,0,0,0,0,0,0,1
1075,NICHIAS,JP,1868,2059,20,2017,44.357617,1556.299045,96.926400,168.305211,5784,8,6,8,5,8,0,0
1572,TWILIO,US,690,5829,58-60,2015,44.352815,145.780723,1.497815,-30.910902,,,,,,,,
704,MACE FINANCE,GB,1666,6420,64-66,2016,44.351051,1958.857290,5.299950,14.355326,4401,,,,,,0,0
1734,BENEFITFOCUS,US,1990,5829,58-60,2017,44.344080,206.848796,7.230564,-33.135355,1450,,,,,,0,0
1928,SPECTRUM PHARMACEUTICALS,US,1220,2120,21,2015,44.337092,141.970231,0.194759,-37.195612,212,,,,,,,
368,SUNGROW POWER SUPPLY,CN,1592,2790,27,2017,44.333668,1127.833733,45.428078,168.147613,2661,13,21,9,1,22,0,0
1065,EIZO,JP,1882,2620,26,2016,44.326094,616.893172,26.745380,55.429289,1882,3,2,4,1,3,0,2
713,LIVANOVA,GB,790,2660,26,2015,44.314387,363.062689,14.023572,-12.273356,4660,,,,,,,
738,FULLSHARE HOLDINGS,CN,1969,6420,64-66,2018,44.312575,1311.209286,,44.970559,6652,,,,,,0,0
918,SANYO CHEMICAL INDUSTRIES,JP,1982,2059,20,2015,44.302455,1245.007734,103.963408,90.149428,1992,,,,,,,
1052,NIPPON PAPER INDUSTRIES,JP,1702,1712,16-18,2016,44.302455,7820.526138,390.770991,147.895495,13057,1,1,20,0,1,1,3
1723,GUARDANT HEALTH,US,1970,2120,21,2018,44.291679,79.160658,17.644532,-81.172009,454,6,6,4,1,1,0,0
1002,SAKATA SEED,JP,1971,116,01-03,2018,44.286695,494.450738,38.999086,58.100679,2454,3,3,4,3,3,6,4
719,CONVATEC GROUP,GB,1696,4690,45-47,2017,44.279452,1541.134669,66.462846,216.419096,9541,9,9,8,8,6,3,3
1806,FORTUNE BRANDS HOME & SECURITY,US,1980,3102,31-33,2017,44.279452,4614.233505,144.104735,605.327194,23800,0,1,0,0,10,0,11
402,TIANJIN 712 COMMUNICATION & BROADCASTING,CN,1794,2630,26,2016,44.255827,,,,,,,,,,0,0
435,WEIDMUELLER HOLDING,DE,1965,7010,69-71,2017,44.249999,680.367986,31.492000,37.304002,4326,5,5,3,0,6,0,2
952,CENTRAL GLASS,JP,1917,2311,22-23,2015,44.231532,1854.690607,150.732361,109.581990,7052,,,,,,,
1173,CHINA HIGH SPEED TRANSMISSION EQUIPMENT,CN,1972,2815,28,2018,44.224384,1045.472804,62.517451,63.188949,5588,,,,,,0,0
1076,RISO KAGAKU,JP,1986,2823,28,2017,44.223652,673.811825,12.316744,29.724095,3638,13,22,46,0,45,0,0
162,WUXI TAIJI INDUSTRY LIMITED,CN,1595,1310,13-15,2017,44.217388,1520.939870,184.537697,104.123152,7845,,,,,,0,0
1098,TADANO,JP,1660,2822,28,2015,44.215776,1650.317805,31.174051,242.552400,3433,,,,,,,
1258,ELASTIC,NL,1161,5829,58-60,2017,44.188622,139.681157,2.592138,-43.101289,,,,,,,0,2
729,NOVOCURE,GB,1973,2120,21,2018,44.169410,216.654036,5.861132,-29.407845,598,1,2,0,0,3,0,2
284,SINOMA SCIENCE & TECHNOLOGY,CN,1645,2060,20,2016,44.168439,1117.392327,,92.862480,15070,,,,,,0,0
742,CHINA TRADITIONAL CHINESE MEDICINE,CN,1974,3511,35,2018,44.163724,1434.865291,122.495738,252.168917,14169,1,1,1,0,2,0,0
609,AXWAY SOFTWARE,FR,1774,6201,62-63,2016,44.138000,301.077991,10.094000,37.965001,1930,,,,,,0,8
1917,OMEROS,US,1273,2120,21,2016,44.127486,36.346708,0.110043,-47.402595,154,0,0,0,0,0,0,5
1254,WRIGHT MEDICAL,NL,1728,3250,31-33,2016,44.117009,633.781310,,-327.222544,2394,0,10,1,0,6,0,4
661,LUBRIZOL,GB,1604,2059,20,2016,44.115990,171.141830,6.065006,24.785584,470,1,1,1,0,1,1,0
1610,SCOTTS MIRACLE-GRO,US,1877,2015,20,2017,44.104781,2307.509771,60.785995,373.973598,4700,3,5,3,1,6,24,69
1813,W R GRACE,US,1654,2059,20,2016,44.104781,1396.156498,102.096019,237.816465,3700,1,1,1,1,1,18,23
1665,LITTELFUSE,US,1304,2712,27,2017,44.095174,1066.841418,57.576388,190.839201,10700,19,19,9,16,35,6,10
217,WOLONG ELECTRIC,CN,1975,2811,28,2018,44.086577,1365.623553,102.939979,123.450794,14887,,,,,,1,0
838,DOWA,JP,1897,2444,24-25,2015,44.081811,3204.071429,156.910450,262.181973,6076,,,,,,,
63,CGI,CA,1976,7022,69-71,2018,44.080418,7367.219310,91.715490,1003.373880,74000,1,1,0,0,0,2,0
1575,WORKIVA,US,1365,5829,58-60,2015,44.075085,126.875049,1.609606,-38.151073,1122,,,,,,,
88,EMS CHEMIE,CH,1847,2016,20,2017,44.074313,1903.196564,43.699143,517.112436,2912,8,17,7,6,8,0,0
671,AMARIN,GB,1828,2120,21,2015,44.071596,71.402581,0.024454,-85.783366,210,,,,,,,
481,KSB,DE,1658,2813,28,2017,44.041000,2204.958117,88.526001,106.945998,15455,14,15,5,3,4,4,0
1605,RETROPHIN,US,984,7211,72,2015,44.040153,87.241875,0.019213,-44.321372,130,,,,,,,
1627,NUVASIVE,US,1676,3250,31-33,2017,44.039276,896.667654,96.262833,105.041872,2400,6,15,7,1,7,0,16
1758,INOVALON HOLDINGS,US,1589,6201,62-63,2016,44.005217,373.439107,16.908287,32.868105,2453,,,,,,0,4
1866,REVANCE THERAPEUTICS,US,1241,7211,72,2016,44.000852,0.262008,1.458514,-77.043624,106,,,,,,3,7
484,FUCHS PETROLUB,DE,1719,1920,19,2016,44.000000,2267.000033,93.000002,369.999994,4898,0,2,0,0,0,8,1
565,FERROVIAL,ES,1838,4299,41-43,2015,44.000000,9700.999595,165.000005,902.000000,74032,,,,,,,
577,NESTE,FI,1837,1920,19,2017,44.000000,13217.000291,446.999999,1168.000046,5339,,,,,,0,0
265,SHANGHAI PRIME MACHINERY,CN,1977,2899,28,2018,43.994351,1150.489785,36.631376,47.765243,4539,1321,3,5,3,1036,3,3
887,FUNAI ELECTRIC,JP,1978,2630,26,2018,43.987249,831.746729,10.717064,4.011019,2383,14,17,20,0,15,0,0
1044,NISSHIN SEIFUN,JP,1818,1061,10-12,2015,43.971486,4386.912566,122.410944,187.312224,6440,,,,,,,
1731,RHYTHM PHARMACEUTICALS,US,1979,7211,72,2018,43.962420,,0.630567,-68.486428,54,1,1,0,1,0,5,7
1315,ASELSAN ELEKTRONIK SANAYI VE TICARET,TR,1356,2611,26,2016,43.961591,624.980661,20.460851,101.637168,5608,,,,,,0,0
1157,MICROPORT SCIENTIFIC,CN,1056,4690,45-47,2016,43.951943,340.542174,43.551066,32.927495,2910,5,1,0,0,0,2,2
1806,FORTUNE BRANDS HOME & SECURITY,US,1980,3102,31-33,2018,43.930107,4790.477920,131.091627,548.995333,25300,1,1,0,0,4,1,12
1271,MOWI,NO,1981,321,01-03,2018,43.900003,3811.899805,346.200017,780.000002,14537,,,,,,1,3
1374,SERCOMM,TW,1765,2620,26,2015,43.889046,994.960545,14.410629,48.003280,,,,,,,,
918,SANYO CHEMICAL INDUSTRIES,JP,1982,2059,20,2018,43.884804,1273.431699,91.024129,32.505803,2078,29,25,32,4,21,0,1
1149,CHANGSHIN,KR,1957,4642,45-47,2017,43.873191,991.115929,,11.694925,,,,,,,0,0
831,IMMSI,IT,1756,3091,29-30,2017,43.862001,1454.939018,29.800000,105.528998,6964,28,38,33,0,30,10,9
898,TPR,JP,1859,2932,29-30,2017,43.861164,1476.732781,114.459828,161.985285,7104,37,34,39,25,32,0,0
1115,SEOUL SEMICONDUCTOR,KR,1108,2611,26,2015,43.847558,791.579252,75.531229,35.682391,,,,,,,,
829,SALVATORE FERRAGAMO,IT,1886,1520,13-15,2015,43.839002,1430.038945,67.095003,264.600007,4033,,,,,,,
955,SHINDENGEN ELECTRIC MANUFACTURING,JP,1983,2611,26,2018,43.829645,746.278092,47.194488,43.774482,5215,31,4,26,0,10,0,0
972,ULVAC,JP,1461,2899,28,2015,43.829645,1411.926001,46.067620,87.730208,5904,,,,,,,
727,QUOTIENT,GB,1984,2120,21,2018,43.822685,25.444529,4.184277,-68.956302,410,,,,,,0,1
188,INSPUR SOFTWARE,CN,1985,2620,26,2018,43.803964,153.781177,11.932166,-7.291100,1879,,,,,,0,0
1076,RISO KAGAKU,JP,1986,2823,28,2018,43.782366,661.148399,8.605172,29.731975,3626,27,15,37,1,39,0,0
773,FORMULA SYSTEMS 1985,IL,1987,6201,62-63,2018,43.775522,1303.918893,10.152833,95.735319,15101,,,,,,0,0
1052,NIPPON PAPER INDUSTRIES,JP,1702,1712,16-18,2015,43.774482,7936.120965,350.755348,100.062716,11741,,,,,,,
1785,ACHILLION PHARMACEUTICALS,US,1988,2120,21,2018,43.771157,,0.449781,-64.641012,56,2,3,1,1,2,0,0
1254,WRIGHT MEDICAL,NL,1728,3250,31-33,2017,43.768534,650.645059,55.435779,-138.916090,2675,3,17,3,0,12,1,7
1014,NORITZ,JP,1967,2599,24-25,2017,43.766602,1691.468060,66.036031,43.656280,8815,58,44,57,14,94,0,1
1593,GOGO,US,1481,6190,61,2015,43.755437,437.456532,118.079413,-39.163300,1073,,,,,,,
170,BEIJING NEW BUILDING MATERIAL PUBLIC LIMITED,CN,1989,1724,16-18,2018,43.735879,1570.144435,199.479560,379.209872,10624,0,1,0,0,0,0,0
1379,NATERA,US,1998,7211,72,2017,43.723994,183.078504,8.617462,-118.201686,893,4,4,4,0,5,1,3
1549,MSA SAFETY,US,1858,3250,31-33,2017,43.721375,1045.247540,20.720512,54.441894,4700,17,17,3,0,13,7,7
1132,KYUNGSHIN,KR,1553,2931,29-30,2016,43.718981,1268.234919,,41.315026,1462,0,0,0,3,2,0,0
1734,BENEFITFOCUS,US,1990,5829,58-60,2018,43.710021,225.957090,7.240170,-34.671597,1450,,,,,,0,1
1517,GENERAC,US,1991,2711,27,2018,43.684693,1767.216600,41.572901,311.948301,5664,1,2,0,0,2,0,6
1503,Q2 HOLDINGS,US,1992,5829,58-60,2018,43.668973,210.567581,11.602614,-24.196494,1190,1,2,3,2,1,0,1
775,RADWARE,IL,1766,6209,62-63,2015,43.656746,189.140512,12.029688,15.719641,996,,,,,,,
1411,MERRIMACK PHARMACEUTICALS,US,1993,2120,21,2018,43.645392,,0.103056,-57.270714,27,0,0,0,0,1,0,0
82,RIETER,CH,1912,2894,28,2017,43.637057,856.421597,26.075802,18.802959,5246,64,55,22,0,29,0,0
429,JENOPTIK,DE,1815,2670,26,2017,43.626998,747.929036,30.339999,81.776998,3680,11,11,5,5,10,2,2
572,OUTOTEC,FI,1994,2892,28,2018,43.599997,1276.500057,8.900000,-64.499996,4012,4,8,0,0,10,0,0
1271,MOWI,NO,1981,321,01-03,2017,43.599997,3649.399849,254.899991,827.500015,13233,,,,,,6,2
1519,ACCURAY,US,1797,3250,31-33,2016,43.599106,334.859214,4.393884,-8.579033,944,0,0,0,0,5,4,4
1837,APPLIED OPTOELECTRONICS,US,1995,2611,26,2018,43.583383,233.593761,62.754552,-9.404362,2956,9,0,0,0,13,0,0
1773,TRIUMPH,US,1996,3030,29-30,2018,43.576398,2938.801888,41.134477,-7.231437,10776,1,1,0,1,2,0,14
1426,CARGURUS,US,1997,6209,62-63,2018,43.561551,396.581454,5.201744,20.254140,732,,,,,,0,1
879,STANLEY ELECTRIC,JP,782,2740,27,2015,43.553839,3184.764879,250.503508,289.794145,15542,,,,,,,
1651,RAPID7,US,1581,5829,58-60,2017,43.546705,175.493362,4.213098,-42.614825,1079,,,,,,0,0
1379,NATERA,US,1998,7211,72,2018,43.541462,225.025215,3.388644,-100.111742,975,0,1,0,0,1,2,2
6,MED-EL ELEKTROMEDIZINISCHE GERAETE,AT,1496,2660,26,2015,43.539694,240.894398,,16.500480,1426,,,,,,,
811,BAJAJ AUTO,IN,1726,3091,29-30,2017,43.535267,3090.929007,22.853825,580.335502,9503,,,,,,0,0
950,NACHI FUJIKOSHI,JP,1714,2815,28,2017,43.530195,1871.239045,139.369120,127.115418,7202,2,1,2,4,2,4,3
974,EZAKI GLICO,JP,1999,1082,10-12,2018,43.498676,2760.195872,133.096502,129.597684,5381,4,4,5,1,3,0,5
1317,KOC,TR,1445,6420,64-66,2016,43.440621,13129.460625,387.732493,902.718632,95456,,,,,,70,3
1400,ABIOMED,US,1228,3250,31-33,2015,43.437529,287.810341,13.645406,56.859360,747,,,,,,,
318,JIANGSU ZHONGLI GROUP,CN,1499,2434,24-25,2015,43.428747,1516.529825,88.057146,190.918872,6933,,,,,,,
1193,PARADE TECHNOLOGIES,US,2000,4651,45-47,2018,43.426549,294.518133,4.473319,55.926936,,1,0,0,0,1,0,0
1168,WASION GROUP HOLDINGS,CN,1929,2611,26,2017,43.407606,373.149640,6.244799,35.289660,3880,,,,,,0,2
1292,VATTENFALL,SE,1636,3511,35,2016,43.394080,14887.291007,2289.842349,81.814913,19935,0,0,0,0,0,12,0
1131,KOREA GAS,KR,1863,3522,35,2017,43.338314,17356.215045,1079.756301,810.317870,,12,10,8,44,36,0,0
952,CENTRAL GLASS,JP,1917,2311,22-23,2016,43.309552,1803.760882,167.611739,102.300692,7236,4,4,20,0,4,0,0
955,SHINDENGEN ELECTRIC MANUFACTURING,JP,1983,2611,26,2017,43.301668,726.372760,32.237876,53.498643,4956,69,23,82,9,48,0,0
197,CHANGCHUN HIGH & NEW TECHNOLOGY INDUSTRIES,CN,1925,2120,21,2017,43.299224,509.722915,29.497411,138.079005,4613,,,,,,0,0
1243,ARGENX,NL,1288,7211,72,2017,43.287997,36.415000,0.345000,-22.931999,73,1,2,1,1,1,0,0
974,EZAKI GLICO,JP,1999,1082,10-12,2016,43.262269,2783.418633,139.581898,190.290943,5210,0,0,0,0,0,1,5
291,ZHEJIANG SOUTHEAST SPACE FRAME,CN,1861,2452,24-25,2017,43.221167,980.743440,15.702546,43.133350,5348,,,,,,0,0
482,SUDZUCKER,DE,1945,1081,10-12,2017,43.200002,6982.899737,360.500009,471.899984,18515,3,4,3,0,3,8,2
773,FORMULA SYSTEMS 1985,IL,1987,6201,62-63,2017,43.190368,1183.526823,8.360694,63.627915,14477,,,,,,0,0
1630,CHIMERIX,US,1830,2120,21,2017,43.186006,3.924888,0.131877,-63.984247,82,,,,,,0,0
1207,BEIGENE,CN,268,7211,72,2015,43.173779,7.699559,4.641045,-49.558927,194,,,,,,,
794,APOLLO TYRES,IN,1923,2211,22-23,2016,43.156349,1634.664717,415.329327,177.790571,16224,0,0,0,0,0,3,5
1932,HEXCEL,US,1814,2016,20,2017,43.144082,1723.405323,242.881972,306.200702,6259,11,15,10,2,17,6,2
214,CHANGYUAN,CN,1289,2611,26,2016,43.128402,729.165506,63.793152,93.898328,8645,,,,,,0,1
671,AMARIN,GB,1828,2120,21,2016,43.122251,113.610418,0.018340,-57.315254,215,,,,,,0,0
809,TORRENT PHARMACEUTICALS,IN,1780,2120,21,2017,43.108546,728.904735,74.883406,117.710406,14700,,,,,,0,0
364,LINGYI ITECH (GUANGDONG),CN,819,2343,22-23,2016,43.107284,1518.375822,90.358750,51.436724,16945,1,0,1,0,1,0,1
902,SUMCO,JP,1959,2611,26,2017,43.104668,2053.791424,122.481870,331.653748,7711,52,1,60,38,38,0,0
13,PALFINGER,AT,1792,2822,28,2017,43.055999,1471.074997,82.186998,115.557996,10212,1,9,2,1,0,1,2
1075,NICHIAS,JP,1868,2059,20,2015,43.025862,1343.021635,32.072392,94.515060,5155,,,,,,,
129,SINOPEC OILFIELD SERVICE,CN,975,610,05-09,2016,43.022475,5470.268894,151.512431,-1862.124307,81340,,,,,,0,0
305,HOLITECH TECHNOLOGY,CN,1366,2611,26,2016,43.014745,1455.230988,71.168739,144.583784,24399,,,,,,0,0
1370,EPISTAR,TW,1693,2611,26,2017,43.014461,718.133466,62.690102,92.421215,,15,2,6,4,22,0,0
63,CGI,CA,1976,7022,69-71,2017,42.983032,6943.529472,72.134797,952.991541,71000,1,0,0,1,1,16,9
1831,CASA SYSTEMS,US,1514,2630,26,2016,42.978147,276.094186,6.479472,100.237507,604,,,,,,0,1
1075,NICHIAS,JP,1868,2059,20,2016,42.915544,1421.295572,67.288987,154.459703,5523,1,1,8,1,1,0,0
1125,CJ CHEILJEDANG,KR,1841,1081,10-12,2017,42.894724,12898.214161,1203.736058,607.897586,,59,51,49,77,47,8,24
918,SANYO CHEMICAL INDUSTRIES,JP,1982,2059,20,2016,42.891897,1183.337416,105.515806,101.000456,1996,1,1,4,0,1,0,1
282,DHC SOFTWARE,CN,861,6201,62-63,2017,42.879645,920.922437,10.661312,71.619761,8559,,,,,,1,0
72,EVERTZ TECHNOLOGIES,CA,1648,2640,26,2016,42.876756,246.131734,7.216873,52.961936,1538,0,0,0,0,0,0,1
1002,SAKATA SEED,JP,1971,116,01-03,2016,42.868258,487.342768,16.493246,60.425336,2275,0,0,1,0,1,5,4
770,DELTA GALIL INDUSTRIES,IL,1864,1414,13-15,2017,42.794738,1194.829121,27.333610,73.806077,11670,0,0,0,0,0,11,12
694,OXFORD NANOPORE TECHNOLOGIES,GB,1823,7219,72,2016,42.789896,1.014530,1.066642,-49.025650,243,0,0,0,0,0,0,0
1277,CD PROJEKT,PL,1810,3240,31-33,2015,42.777243,185.375189,3.917434,98.816017,158,,,,,,,
